Title,Location,Price,Area,Number of rooms
House Moerkapelse Zijde,2751 DL Moerkapelle (Kern Moerkapelle),"€1,895",154 m²,4
House Peeskesweg,7041 CA 's-Heerenberg ('s-Heerenberg),€975,91 m²,4
Apartment Janskerkhof,"3512 BL Utrecht (Domplein, Neude, Janskerkhof)","€2,400",120 m²,3
House Savelsbos,2134 ER Hoofddorp (Hoofddorp Overbos Zuid),"€2,750",140 m²,5
Apartment Van Oldenbarneveltplaats 306,3012 AL Rotterdam (Cool),"€1,350",93 m²,3
Apartment Zaagstraat,3035 HN Rotterdam (Oude Noorden),"€1,900",95 m²,4
House Koningin Julianastraat,7951 BM Staphorst (Staphorst-Noord),€247,99 m²,5
House 2e Daalsedijk 149,3551 EG Utrecht (2e Daalsebuurt en omgeving),"€1,500",80 m²,3
Apartment Willem van Oranjelaan,4837 AL Breda (Ruitersbos),"€1,195",70 m²,2
Apartment Lelystraat,4827 KB Breda (Geeren-zuid),€745,52 m²,2
Apartment Willibrordusstraat,2251 BW Voorschoten (Centrum),"€1,050",55 m²,2
Room Laaressingel,7514 EW Enschede (De Laares),€475,18 m²,2
Apartment Beltstraat,7512 AC Enschede (Getfert),"€1,095",78 m²,3
Apartment Hereweg,9725 AH Groningen (Herewegbuurt),"€1,250",40 m²,2
House Teylersplein 2 C5,2441 LE Nieuwveen (Schoterveld),€975,38 m²,1
Room Gasthuisdijk,8041 AE Zwolle (Bedrijventerrein Voorst-A),€592,34 m²,2
Apartment Heresingel,9711 ET Groningen (Binnenstad-Zuid),€950,40 m²,2
House Koningin Julianastraat,7951 BM Staphorst (Staphorst-Noord),€247,99 m²,5
House Goudenregenstraat,5241 XH Rosmalen ('t Ven),"€1,345",144 m²,6
Apartment Kooikersweg,5223 KE Den Bosch (De Schutskamp),€842,43 m²,2
House Koningin Julianastraat,7951 BL Staphorst (Staphorst-Noord),€247,99 m²,5
Apartment Haarlemmerweg 287 B,1051 NW Amsterdam (Centrale Markt),"€1,900",71 m²,3
House Brabanterlaan,3772 PK Barneveld (Veller),"€1,895",155 m²,5
