Title,Location,Price,Area m�,Number of rooms,Price/m�
Studio Esdoornlaan,4702 AS Roosendaal (Keijenburg),850,28,1,30.4
Studio Esdoornlaan,4702 AS Roosendaal (Keijenburg),610,14,1,43.6
Studio Esdoornlaan,4702 AS Roosendaal (Keijenburg),675,17,1,39.7
Studio Esdoornlaan,4702 AS Roosendaal (Keijenburg),775,30,1,25.8
Apartment Molenstraat,4701 JR Roosendaal (Centrum-Oud),300,15,1,20.0
Apartment Willemsvaart,8019 AA Zwolle (Veerallee),"1,250",86,3,14.5
Apartment Elisabeth Wolffstraat 60 2,1053 TV Amsterdam (Kinkerbuurt),"1,850",51,3,36.3
Apartment Prof. Kohnstammstraat 59 bg,3555 WL Utrecht (Zuilen-Noord),895,38,2,23.6
Apartment Veerpoortdijk 93,6981 LA Doesburg (De oude Stad binnen de gracht),"1,550",72,2,21.5
Apartment Prins Frederikplein,3071 KS Rotterdam (Noordereiland),"1,750",130,4,13.5
Apartment Paul Gabriëlstraat,2596 VH Den Haag (Van Hoytemastraat en omgeving),"2,150",130,6,16.5
Apartment Havenkom,4871 KB Etten-Leur (Noord 1),"1,650",105,3,15.7
House Frederika van Pruisenweg,"5616 AW Eindhoven (Eliasterrein, Vonderkwartier)","2,250",139,5,16.2
Apartment Boogschutter,1622 CK Hoorn (Grote Waal - Buurt 13 03),"1,295",100,5,13.0
Apartment Roelofsstraat 114,2596 VS Den Haag (Van Hoytemastraat en omgeving),"2,350",130,5,18.1
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
House Borggrevelanden,7542 BS Enschede (Stroinkslanden-Zuid),"1,300",113,6,11.5
Apartment Winklerlaan,3571 KE Utrecht (Tuindorp-Oost),"1,450",88,3,16.5
Apartment Winklerlaan,3571 KE Utrecht (Tuindorp-Oost),"1,725",119,4,14.5
Apartment Winklerlaan,3571 KE Utrecht (Tuindorp-Oost),"1,375",85,3,16.2
Apartment Kanteel,1083 DA Amsterdam (Buitenveldert-Oost),"2,350",80,4,29.4
Apartment Tussen Meer,1069 DT Amsterdam (Osdorp-Midden),"2,600",85,5,30.6
Apartment Gedempte Oude Gracht 58 B,2011 GS Haarlem (Vijfhoek),"1,795",122,3,14.7
Apartment Bree,3074 BB Rotterdam (Hillesluis),"1,495",95,3,15.7
Apartment Bree,3074 BB Rotterdam (Hillesluis),"1,495",99,4,15.1
House Westhove,1187 DB Amstelveen (Kastelenbuurt),"2,495",160,8,15.6
Apartment Nieuweweg 85 B,2132 CM Hoofddorp (Hoofddorp Zuid),"1,112",57,2,19.5
House Cato Elderinkstraat,7582 ZR Losser (Losser-West),"1,300",125,5,10.4
Apartment Haagdijk,4811 TV Breda (Schorsmolen),"1,000",67,2,14.9
Apartment Apollolaan 197 D,1077 AX Amsterdam (Apollobuurt),"2,800",125,2,22.4
Room Resedastraat,7531 CK Enschede (Ribbelt-Ribbelerbrink),245,7,1,35.0
Apartment De Lairessestraat 116 I,1071 PK Amsterdam (Museumkwartier),"2,900",100,3,29.0
Apartment Herengracht,1017 CJ Amsterdam (Grachtengordel-Zuid),"1,950",63,2,31.0
Apartment Zeestraat,2518 DH Den Haag (Willemspark),"2,950",132,3,22.3
Apartment Aert van Neslaan 447,2341 HR Oegstgeest (Bloemenbuurt),925,55,2,16.8
House Achter het Doel 3,6162 GZ Geleen (Geleen-Noord),"1,125",116,4,9.7
Apartment Soestdijkseplein 16,2574 GZ Den Haag (Oostbroek-Zuid),"1,400",84,4,16.7
House Zennehof,1066 WT Amsterdam (Sloter-/Riekerpolder),"2,250",119,4,18.9
Apartment Schollevaartse Dreef,3068 KK Rotterdam (Zevenkamp),"1,395",105,5,13.3
House Mathenesserlaan,3021 HA Rotterdam (Middelland),"4,750",391,8,12.1
Apartment Brouwhuissedijk,5704 AC Helmond (Brouwhuis-Dorp),"1,075",71,2,15.1
House Eendrachtsstraat 290,3012 XS Rotterdam (Cool),"1,429",114,3,12.5
Apartment Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"1,750",79,3,22.2
Apartment Overtoom,1054 HJ Amsterdam (Vondelbuurt),"1,600",60,2,26.7
Apartment Ferdinand Bolstraat 72 3,1072 LC Amsterdam (Oude Pijp),"3,000",94,4,31.9
Apartment Loenermark 300,1025 TB Amsterdam (Buikslotermeer),"2,000",96,4,20.8
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Heezerweg,5614 HD Eindhoven (Tuindorp),"1,195",40,3,29.9
House Zoeterwoudsesingel,2313 EM Leiden (Rijndijkbuurt),"1,750",150,4,11.7
Apartment Sint Jacobsstraat,1012 NC Amsterdam (Burgwallen-Nieuwe Zijde),"2,495",75,3,33.3
Apartment Laan op Zuid,3071 AC Rotterdam (Kop van Zuid - Entrepot),"1,595",96,3,16.6
Apartment Kleine Hoogstraat,8911 HE Leeuwarden (Grote Kerkbuurt),685,23,1,29.8
Apartment Huizerweg,1402 AC Bussum (Batterijlaan),"1,450",110,3,13.2
House Diamanthof,5552 CM Valkenswaard (Geenhoven),"2,400",160,4,15.0
House Havenweg,1697 KT Schellinkhout (Schellinkhout),"1,350",75,3,18.0
House Hein Burgersstraat,7416 CC Deventer (Rielerweg-Oost),"1,195",109,4,11.0
Apartment Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"4,000",150,3,26.7
Apartment Weena,3013 CA Rotterdam (Stadsdriehoek),"1,850",85,3,21.8
Room Agnietenstraat,6822 JM Arnhem (Klarendal-Noord),269,8,1,33.6
House Nieuwe Keizersgracht 90 C,1018 VE Amsterdam (Weesperbuurt/Plantage),"1,750",65,2,26.9
Apartment Mallemolen 16 B,2585 XJ Den Haag (Willemspark),"1,650",95,4,17.4
Apartment Pastoor van Spaandonkstraat,4813 BS Breda (Princenhage),"1,250",88,3,14.2
Apartment Van Vollenhovenstraat,3016 BE Rotterdam (Nieuwe Werk),"1,450",109,2,13.3
Apartment Van Vollenhovenstraat,3016 BE Rotterdam (Nieuwe Werk),"1,170",56,2,20.9
House Zuiddijk,3255 LV Oude-Tonge (Oude-Tonge haven),"1,300",110,4,11.8
Apartment Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"1,995",74,3,27.0
Apartment Nieuwstraat,5211 NL Den Bosch (Binnenstad-Centrum),"1,250",56,2,22.3
House Poortwacht 18,2353 EA Leiderdorp (Leyhof),"1,450",135,5,10.7
Apartment Verbeekstraat 2 D,2332 CA Leiden (Lage Mors),"1,650",67,2,24.6
Apartment Roggeveenstraat 164,2518 TV Den Haag (Zeeheldenkwartier),"1,950",85,3,22.9
Apartment Schipholweg 275,1171 PK Badhoevedorp (Badhoevedorp Schuilhoeve),"2,100",50,2,42.0
Apartment Huijgensstraat 9 A,2515 BD Den Haag (Huygenspark),"1,300",60,2,21.7
Apartment Huijgensstraat 9 C,2515 BD Den Haag (Huygenspark),"1,500",80,2,18.8
Apartment Grasweg 148,1031 HX Amsterdam (Noordelijke IJ-oevers West),"1,550",69,3,22.5
Apartment Grasweg 122,1031 HX Amsterdam (Noordelijke IJ-oevers West),"1,747",90,2,19.4
House Hoekeindseweg 162,2665 KH Bleiswijk (Overbuurtse Polder),"1,850",110,6,16.8
House Meierijhoeven,5244 HT Rosmalen (Sparrenburg),"1,250",94,5,13.3
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Molenbelt,7413 XH Deventer (Oosterstraat),650,33,1,19.7
House Sluiskade,3201 MP Spijkenisse (De Haven),"2,595",185,6,14.0
Apartment Korenbeursstraat,4611 PW Bergen op Zoom (Centrum),725,44,2,16.5
Apartment Vest,3311 TV Dordrecht (Centrum),"1,095",62,2,17.7
Apartment Spijkerstraat,6828 DK Arnhem (Spijkerbuurt),800,53,2,15.1
Apartment Egelantiersstraat,1015 PZ Amsterdam (Jordaan),"3,000",113,2,26.5
House Weverstedehof,3431 HR Nieuwegein (Stadscentrum),775,58,2,13.4
House Weverstedehof,3431 HR Nieuwegein (Stadscentrum),840,69,2,12.2
House Weverstedehof,3431 HR Nieuwegein (Stadscentrum),650,34,2,19.1
House Weverstedehof,3431 HR Nieuwegein (Stadscentrum),825,63,2,13.1
Apartment Verhagen Metmanstraat,2282 GN Rijswijk (Bomenbuurt),"1,650",120,4,13.8
Apartment Spinhuispad,3111 PX Schiedam (Brandersbuurt),"1,595",125,4,12.8
Apartment Scheveningseveer,2514 HB Den Haag (Voorhout),"1,150",50,2,23.0
House Koninginnelaan,3762 DE Soest ('t Hart),850,44,2,19.3
House Keizer Ottoweg,1412 EE Naarden (Ministerpark),"2,600",170,5,15.3
Apartment Jan Luijkenstraat,1071 CM Amsterdam (Museumkwartier),"3,000",93,3,32.3
Apartment Thorbeckelaan,2564 BH Den Haag (Eykenduinen),"1,795",134,4,13.4
Apartment Oude Kleefsebaan,6571 BJ Berg en Dal (Hoog Berg en Dal),"1,300",150,4,8.7
Studio Vervul,4891 SW Rijsbergen (Verspreide huizen in het Westen),900,50,1,18.0
House Graswinckelstraat 40,2613 PW Delft (Westerkwartier),"1,600",70,4,22.9
House Antwerpsestraatweg,4625 AG Bergen op Zoom (Nieuw Borgvliet),"1,150",117,5,9.8
Apartment Honthorstlaan 122,1816 TE Alkmaar (De Hoef I en II),975,62,3,15.7
Apartment Karel Appelhof 102,1112 ZD Diemen (Holland Park),"1,880",116,3,16.2
Apartment Kanaaldijk-Zuid,5611 VA Eindhoven (Irisbuurt),"1,895",119,3,15.9
Apartment Kloosterraderstraat 27 B,6461 CA Kerkrade (Kerkrade-Centrum),442,16,1,27.6
House Kieftstraat,1541 HJ Koog aan de Zaan (Oud Koog),"1,595",95,4,16.8
House Jagerlaan,3701 XL Zeist (Carré),500,44,2,11.4
House Zaagmolenstraat,3036 HD Rotterdam (Oude Noorden),"2,400",155,5,15.5
Apartment Hoofddorpweg 8 I,1058 PB Amsterdam (Hoofddorppleinbuurt),"1,950",55,3,35.5
Apartment KNSM-laan,1019 LG Amsterdam (Oostelijk Havengebied),"1,800",86,3,20.9
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment Mr. J.H. de Pontplein 71,5041 GC Tilburg (Bouwmeestersbuurt Noord),"1,595",110,3,14.5
Apartment Leusdenhof,1108 DS Amsterdam (Nellestein),"1,650",74,3,22.3
Apartment John Blankensteinstraat,1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep),"2,500",145,5,17.2
House Binnenweg,7391 GL Twello (Twello-Midden),"2,250",291,6,7.7
Apartment Wisselstraat 64,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,550",48,2,32.3
Apartment Helfrichstraat 25 E,7311 JB Apeldoorn (Binnenstad),"1,200",64,3,18.8
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),900,65,3,13.8
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),900,51,3,17.6
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),"1,470",62,3,23.7
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),"1,480",69,3,21.4
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),"1,490",83,3,18.0
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),"1,510",83,3,18.2
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),"1,450",89,3,16.3
Apartment Dorpsstraat,1121 BZ Landsmeer (Landsmeer),"1,460",86,3,17.0
House Adelaarsweg 7,1021 BM Amsterdam (IJplein/Vogelbuurt),"3,500",180,6,19.4
House Lage Bergweg,7361 GT Beekbergen (Bosgebied Beekbergen-Zuid),850,64,4,13.3
Apartment Valeriusstraat 68 H,1071 ML Amsterdam (Museumkwartier),"5,500",140,7,39.3
House Platolaan,3707 GC Zeist (Lyceumkwartier),"2,395",207,6,11.6
Apartment Frederik Hendriklaan,2582 BZ Den Haag (Statenkwartier),"1,495",70,2,21.4
Apartment 1e Sweelinckstraat,2517 GA Den Haag (Sweelinckplein en omgeving),"1,150",88,1,13.1
Apartment Toepad,3063 NJ Rotterdam (De Esch),914,39,2,23.4
Apartment Rivierenhof 52,9725 HB Groningen (Rivierenbuurt),"1,195",75,4,15.9
Apartment Johan Gramstraat,2522 WV Den Haag (Laakkwartier-Oost),"1,100",75,2,14.7
House Oude Kruisweg 27,2142 EE Cruquius (Cruquius),"3,485",182,5,19.1
Apartment Heelsumstraat,2573 NN Den Haag (Oostbroek-Noord),940,91,3,10.3
Apartment Snipstraat,3582 TE Utrecht (Watervogelbuurt),"1,000",55,2,18.2
Apartment Wiborgeiland,1014 ZC Amsterdam (Houthavens),"4,250",170,6,25.0
Apartment Sint Sebastiaanstraat,5341 LH Oss (Centrum-West),995,80,3,12.4
Apartment Valkenboskade,2563 HE Den Haag (Heesterbuurt),"1,100",68,3,16.2
Apartment Laan van Meerdervoort,2517 AZ Den Haag (Koningsplein en omgeving),"1,160",62,2,18.7
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
House Sint Pieterstraat,6211 JN Maastricht (Jekerkwartier),635,20,1,31.8
Apartment Haarlemmerstraat,1013 EM Amsterdam (Haarlemmerbuurt),"2,200",62,3,35.5
Apartment Kraanpoort,6041 EG Roermond (Binnenstad),825,60,2,13.8
Apartment Frans Halslaan 279,2343 EG Oegstgeest (Bloemenbuurt),"1,375",85,4,16.2
Room Loondonk,5141 BN Waalwijk (Besoijen),260,20,1,13.0
Apartment Nieuwe Ebbingestraat,9712 NK Groningen (Hortusbuurt-Ebbingekwartier),"1,495",101,4,14.8
Room Mgr.Hermuslaan,5271 NS Sint-Michielsgestel (Theereheide),260,20,1,13.0
Apartment Muntplein,1012 WR Amsterdam (Burgwallen-Nieuwe Zijde),"1,680",65,2,25.8
House Laagstraat,5261 LB Vught (Voorburg en omgeving),260,20,2,13.0
House Willemstraat,2514 HN Den Haag (Voorhout),"4,250",175,7,24.3
Apartment Oudedijk,3061 AH Rotterdam (Kralingen West),"1,450",70,3,20.7
Apartment Johannes Bildersstraat,2596 EJ Den Haag (Van Hoytemastraat en omgeving),"1,980",124,5,16.0
Apartment Wimpelstraat,2584 TR Den Haag (Oud Scheveningen),"1,600",82,1,19.5
Apartment Capadosestraat,2523 AA Den Haag (Laakkwartier-West),"1,300",105,4,12.4
Apartment Kloosterraderstraat 27,6461 CA Kerkrade (Kerkrade-Centrum),442,16,1,27.6
Room Wolphaertsbocht 249 C,3083 ML Rotterdam (Carnisse),400,20,1,20.0
Apartment Voetjesstraat 54 b01,3081 HS Rotterdam (Tarwewijk),"1,100",74,2,14.9
House Walk 23,6093 GS Heythuysen (Kern Heythuysen),950,110,3,8.6
Apartment Bergweg 170 B,3036 BL Rotterdam (Oude Noorden),"1,195",59,2,20.3
Apartment Martini van Geffenstraat,1068 GL Amsterdam (Osdorp-Oost),"2,800",116,5,24.1
Apartment Arthur van Schendelstraat,3511 MZ Utrecht (Hooch Boulandt),"1,495",80,3,18.7
House van Tijn,2681 JT Monster (Zwartenhoek),"2,000",138,6,14.5
Apartment Pieter Kiesstraat 24 ZW,2013 BJ Haarlem (Garenkokerskwartier),"2,500",106,4,23.6
Apartment Centauriestraat,5643 JK Eindhoven (Kruidenbuurt),750,50,2,15.0
Apartment Cremerplein 12 BG,2032 KJ Haarlem (Cremerbuurt),"1,200",28,1,42.9
Studio Parklaan,3016 BB Rotterdam (Nieuwe Werk),"1,325",35,1,37.9
House Petrus Planciusstraat 20,2012 TZ Haarlem (Rozenprieel-noord),"2,500",115,4,21.7
Apartment Hommelseweg,6821 LT Arnhem (Onder de Linden),870,25,2,34.8
Apartment Wittevrouwensingel,3572 CD Utrecht (Wittevrouwen),825,33,1,25.0
House Renetstraat,6654 CB Afferden (Afferden),"1,050",122,4,8.6
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Nassauplein,2585 EC Den Haag (Archipelbuurt),"2,950",161,4,18.3
Apartment Hengelostraat,1324 GZ Almere (Centrum Almere Stad),"1,595",100,3,16.0
Apartment Zonnebloemstraat,3051 SX Rotterdam (Hillegersberg Zuid),"1,395",69,3,20.2
Apartment 2e Sweelinckstraat,2517 GT Den Haag (Sweelinckplein en omgeving),"1,250",72,3,17.4
Apartment Nieuwstad,6811 BJ Arnhem (Markt),"1,650",100,5,16.5
Apartment Stadsplein 50,1181 ZM Amstelveen (Stadshart),"2,500",97,3,25.8
Apartment Verlengde Hoflaan,6822 ED Arnhem (St. Janskerkstraat e.o.),"1,080",70,2,15.4
Apartment Karl Weisbardstraat,3015 GM Rotterdam (Dijkzigt),"3,065",80,3,38.3
Apartment Boschstraat 97 C,6211 AW Maastricht (Boschstraatkwartier),"1,075",70,3,15.4
Apartment Houtplein,2012 DG Haarlem (Koninginnebuurt),"1,595",55,3,29.0
Apartment Betje Wolffplein 35,1628 NA Hoorn (Kersenboogerd-Zuid - Buurt 33 01),"1,150",66,3,17.4
Apartment Pygmalionstraat,1363 SC Almere (Homeruskwartier),"1,595",80,3,19.9
Apartment Losplaatsweg,2201 CS Noordwijk (Kern Binnen Zuid),"2,150",183,6,11.7
House Piet Heinlaan,2341 SN Oegstgeest (Oudenhof),"1,250",72,3,17.4
Apartment Haverschmidtstraat 48,2522 VR Den Haag (Laakkwartier-Oost),"1,300",87,4,14.9
Apartment Koopvaardersplantsoen 22,1034 KE Amsterdam (Banne Buiksloot),"1,300",93,3,14.0
Studio Van Hogendorpstraat,1051 BM Amsterdam (Staatsliedenbuurt),"1,500",45,1,33.3
Apartment Pieter Calandlaan,1068 NT Amsterdam (Osdorp-Oost),"2,600",95,4,27.4
House Boomgaard 67,1432 LD Aalsmeer (Oosteinde),"2,200",125,5,17.6
Apartment 2e Sweelinckstraat,2517 GT Den Haag (Sweelinckplein en omgeving),895,52,2,17.2
House Kardinaal van Rossumstraat,6221 TA Maastricht (Heugemerveld),"1,800",155,7,11.6
Apartment van Beethovenstraat 4,6521 EN Nijmegen (Altrade),"1,260",37,2,34.1
Apartment C.P.Tielestraat,3023 TB Rotterdam (Nieuwe Westen),"2,450",159,4,15.4
Apartment Werner Helmichstraat,3553 JT Utrecht (Julianapark en omgeving),"1,495",58,3,25.8
Apartment Werner Helmichstraat,3553 JT Utrecht (Julianapark en omgeving),"1,450",40,2,36.3
Apartment Gerard Scholtenstraat 53 A02,3035 SE Rotterdam (Oude Noorden),"1,650",75,4,22.0
Apartment van Panhuysstraat 5 A,2203 JN Noordwijk (Middengebied Midden),"2,100",120,4,17.5
Apartment Tafelbergdreef 66,3564 AB Utrecht (Zambesidreef en omgeving),"1,300",85,4,15.3
Apartment Sint-Janshaven 63,3087 EA Rotterdam (Oud Charlois),"1,395",80,3,17.4
House Jan Teulingslaan 91,1187 SH Amstelveen (Theaterbuurt),"2,650",142,5,18.7
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Studio Sint Servaasklooster,6211 TE Maastricht (Binnenstad),"1,600",64,1,25.0
House Tongersestraat,6211 LP Maastricht (Jekerkwartier),"2,950",136,3,21.7
Apartment Hillevliet,3073 KN Rotterdam (Bloemhof),"1,700",112,5,15.2
Apartment Laan van Berlijn,2034 SR Haarlem (Stedenbuurt-oost),"1,450",100,4,14.5
Apartment Viergrenzenweg,6291 BX Vaals (Vaals),595,52,2,11.4
Apartment Gedempte Singel,9401 JR Assen (Koopmanskwartier),"1,045",46,2,22.7
Apartment Bleijerheiderstraat 163,6462 AJ Kerkrade (Bleijerheide),725,50,2,14.5
Apartment Hoge Boezem 16 E,3061 CM Rotterdam (Kralingen West),"1,510",104,3,14.5
House Leeghwaterstraat 6,2012 GD Haarlem (Koninginnebuurt),"4,750",210,6,22.6
Apartment St. Annastraat,6525 ZV Nijmegen (Hatertse Hei),"1,020",74,2,13.8
Apartment Luit Looymanshof,4731 GX Oudenbosch (Velletri),630,58,2,10.9
House Prinses Mariestraat,2514 KE Den Haag (Willemspark),"1,650",112,2,14.7
Apartment Landréstraat,2551 AE Den Haag (Waldeck-Noord),"1,650",110,3,15.0
Apartment Scheepmakersdijk 55,2011 AS Haarlem (Burgwal),"1,450",60,2,24.2
Apartment Prinses Mariestraat,2514 KE Den Haag (Willemspark),"2,000",120,3,16.7
Apartment Mendelssohnlaan,5653 BC Eindhoven (Genderdal),"1,010",38,2,26.6
House Jasmijnstraat,2563 RR Den Haag (Heesterbuurt),"1,075",47,3,22.9
Apartment Spijkerhofplein,6538 ST Nijmegen (Tolhuis),"1,115",100,3,11.2
House Eemmeerstraat 34,8226 JT Lelystad (Merenbuurt),"1,300",115,4,11.3
Room Oerlesestraat,5025 DD Tilburg (Afrikaanderbuurt Midden),345,12,2,28.8
Studio Albert Cuypstraat,1073 BC Amsterdam (Oude Pijp),"1,500",35,1,42.9
Apartment Albert Cuypstraat,1073 BC Amsterdam (Oude Pijp),"1,800",40,2,45.0
Apartment Burgemeester Colijnstraat,2771 GE Boskoop (Draaistok),"1,395",100,4,14.0
Apartment Albertus Perkstraat 19,1217 NL Hilversum (Boomberg),"1,650",79,3,20.9
Apartment Julianaplein 72,1404 DN Bussum (Raadhuisplein),"1,375",70,3,19.6
Apartment Nieuwe Rijn,2312 JC Leiden (Pancras-West),"1,950",120,3,16.3
Apartment Bachstraat,2324 HE Leiden (Fortuinwijk-Zuid),"1,000",68,3,14.7
Apartment Markt,2611 GW Delft (Centrum),"1,450",84,4,17.3
House Laan van Middenburg,2275 CB Voorburg (Voorburg West zuid),"1,695",122,5,13.9
House De Smidse,3162 WH Rhoon (Portland-Centrum),"2,950",176,6,16.8
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Rijksweg Zuid 129 C2,6161 BJ Geleen (Geleen-Centrum),535,45,2,11.9
Apartment Scheidingstraat,5211 JR Den Bosch (Binnenstad-Centrum),"1,450",84,3,17.3
Apartment Dignahoeve 54,1187 LX Amstelveen (Landschappenbuurt),"1,750",100,3,17.5
Apartment Talbotstraat 215,1087 DM Amsterdam (IJburg West),"1,950",90,3,21.7
Apartment Ruygenhoeklaan,3523 HK Utrecht (Nieuw Hoograven-Noord),"1,400",65,3,21.5
Apartment Moreelsestraat 7 Boven,1071 BJ Amsterdam (Museumkwartier),"4,500",155,6,29.0
House Merelstraat,1452 XJ Ilpendam (Ilpendam),"1,750",103,5,17.0
Apartment Koningslaan 24 B,1075 AD Amsterdam (Willemspark),"3,950",93,3,42.5
House Middenweg,1394 AC Nederhorst den Berg (Horstermeer),"1,300",80,4,16.3
Apartment Marcelisstraat,2586 RT Den Haag (Visserijbuurt),"2,250",80,4,28.1
Room Vier Heemskinderenstraat,2531 CG Den Haag (Moerwijk-Noord),460,20,1,23.0
House Bachstraat,2901 JX Capelle aan den IJssel (Bizetbuurt),"1,395",106,4,13.2
Studio Dorpsstraat,2712 AL Zoetermeer (Dorp),775,45,1,17.2
House Werf De Hoop,3134 HC Vlaardingen (Hofbuurt),"1,900",132,4,14.4
Apartment Grote Marktstraat 64,2511 BJ Den Haag (Zuidwal),"1,250",28,1,44.6
Apartment Mathenesserweg,3026 HE Rotterdam (Spangen),"1,100",115,5,9.6
House Stoofboogerd,4421 DE Kapelle (Kapelle),975,104,4,9.4
Apartment Gestelsestraat,5615 LA Eindhoven (Schrijversbuurt),"1,525",66,2,23.1
Apartment Huidenstraat 15 II,1016 ER Amsterdam (Grachtengordel-West),"1,900",65,2,29.2
Apartment Keulsekade,"3532 AB Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","2,190",111,3,19.7
House Limbrichterstraat,6131 ED Sittard (Sittard-Centrum),708,44,2,16.1
Apartment IJsclubstraat,3061 GT Rotterdam (Kralingen West),925,40,1,23.1
House Schouw 55,8232 XL Lelystad (Sportpark Schouw),"2,395",170,5,14.1
House 't Hert,2266 NK Leidschendam (Leidschendam - Zuid De Tol / 't Hert),"1,850",120,5,15.4
Apartment Mariniersweg,3011 NS Rotterdam (Stadsdriehoek),"1,295",76,4,17.0
Apartment Lekstraat,1079 EX Amsterdam (Scheldebuurt),"2,200",85,3,25.9
Apartment Hoevestraat,3033 GD Rotterdam (Provenierswijk),"1,295",70,3,18.5
Apartment Koekoekstraat,2352 CV Leiderdorp (De Vogelwijk),"1,395",87,4,16.0
Apartment Van Lansbergestraat 216,2593 SK Den Haag (Bezuidenhout-Oost),"1,450",80,3,18.1
Apartment Van Beuningenhaven 116,2993 EJ Barendrecht (Havenkwartier),"1,410",149,3,9.5
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
House Prinsenlaan,5263 CE Vught (Loyolaan en omgeving),"1,695",110,4,15.4
House Vicarije,6932 DA Westervoort (De Leigraaf-De Steenderens),"1,350",145,6,9.3
Apartment Schiedamseweg 3 a1,3026 AA Rotterdam (Tussendijken),"1,175",75,3,15.7
Studio Groenstraat,4702 VD Roosendaal (Parklaan-Hoogstraat),800,35,1,22.9
House Vorstenhof,2353 VV Leiderdorp (Buitenhof-Midden-West),"1,800",127,6,14.2
Apartment Hamsteeg,"3511 JC Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)",970,35,2,27.7
House Aalsmeerderweg 91,1432 CJ Aalsmeer (Greenpark),"2,750",119,4,23.1
Apartment Bergweg,3037 EK Rotterdam (Oude Noorden),"1,395",81,3,17.2
Apartment Broekslootkade,2274 HB Voorburg (Voorburg Midden zuid),"1,495",80,3,18.7
House Brantingstraat,2286 GH Rijswijk (Stervoorde),"2,500",150,5,16.7
Apartment Hendrik Tollensstraat 256,2624 BP Delft (Voorhof-Hoogbouw),"1,150",64,3,18.0
Apartment Oude Vismarkt,8011 TB Zwolle (Binnenstad-Zuid),"1,295",74,2,17.5
House Ravensbosch,6228 SN Maastricht (Vroendaal),"2,250",182,5,12.4
